神戸大学茶華道部,【文化系】文化,https://pbs.twimg.com/profile_images/460215616159219713/p674v-K1_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=70,http://twitter.com/kobe_sakado,"",""
将棋部,【文化系】文化,https://www.biber.com/dta/themes/biber/core/assets/images/no-featured-175.jpg,http://weebee1212.com/sp/dantai/content.php?id=71,"","",http://yossuli.sugoihp.com/member.html
神戸大学邦楽部,【文化系】音楽,https://pbs.twimg.com/profile_images/799510561243430918/LJ0QEoXQ_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=72,http://twitter.com/metabo_kobe,"",http://home.kobe-u.com/hougakub/
神戸大学能楽部,【文化系】文化,https://pbs.twimg.com/profile_images/1343974526/kobeshimi1_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=73,http://twitter.com/kobefuin,"",http://kobe-fuin.jimdo.com/
神戸大学落語研究会,【文化系】文化,https://pbs.twimg.com/profile_images/668387703780540417/joETBk1H_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=74,http://twitter.com/ShindaiOchiken,"",""
神戸大学文芸研究会,【文化系】文化,https://pbs.twimg.com/profile_images/2724724301/5b1de50512e18198a62d0a03dd162506_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=76,http://twitter.com/kobe_u_bungei,"",http://home.kobe-u.com/bungei/main.html
神戸大学漫画研究会,【文化系】アート・ファッション・カメラ,https://pbs.twimg.com/profile_images/800939930746654720/HG7MEz-c_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=77,http://twitter.com/kobe_u_cc,"",""
神戸大学ESS(英語研究部),【文化系】国際,https://pbs.twimg.com/profile_images/825621504339517440/IsOGU8XG_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=78,http://twitter.com/ess2017shinkan,"",""
I.S.A.(日本国際学生協会),【文化系】国際,https://pbs.twimg.com/profile_images/2857104827/4897a2cc8abae8cf40868f8ff5b8c461_400x400.png,http://weebee1212.com/sp/dantai/content.php?id=79,http://twitter.com/ISAKobeunv,https://www.facebook.com/isakobechapter,http://isashindai.wixsite.com/kobeunv-branch
経営学研究会,【文化系】社会学系,https://pbs.twimg.com/profile_images/438826640861171712/QoMMrbpb_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=81,http://twitter.com/kobeuniv_keiken,https://www.facebook.com/kobeuniv.keiken,http://home.kobe-u.com/kei-ken/
神戸大学法律相談部,【文化系】社会学系,https://pbs.twimg.com/profile_images/450624824528740352/_k-0QAI8_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=82,http://twitter.com/hoso_haru,"",""
神戸大学学生震災救援隊,【文化系】ボランティア,https://pbs.twimg.com/profile_images/532937377203769344/7OwnKnBM_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=84,http://twitter.com/Qentai,"",www.qqqlove.info
児童文化研究会,【文化系】ボランティア,https://pbs.twimg.com/profile_images/555408314347966464/1ZjiHPHb_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=85,http://twitter.com/DOKEN01,"",http://home.kobe-u.com/doken/
神戸大学ガーデニングクラブつちのこ,【文化系】ホビー,https://pbs.twimg.com/profile_images/891944940334325760/umEyuLh__400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=86,http://twitter.com/KobeTuchinoko,"",""
神戸大学美術部凌美会,【文化系】アート・ファッション・カメラ,https://pbs.twimg.com/profile_images/1746901128/kk_400x400.PNG,http://weebee1212.com/sp/dantai/content.php?id=87,http://twitter.com/Art_Club_Ryobi,"",http://home.kobe-u.com/ryoubi/
神戸大学写真部,【文化系】アート・ファッション・カメラ,https://pbs.twimg.com/profile_images/1441786674/4317841_77_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=88,http://twitter.com/kobe_photo,"",http://kuphotoclub.wixsite.com/kupc
