吉田輝,SPIA古着屋経営者／発達科学部3回,http://weebee1212.com/interview/image/photo/84/main.jpg,学生であるうちに、自分がやりたいことを思いっきりやりたい。,http://weebee1212.com/interview/content.php?id=84
"近藤 友祐,  阿部 智明",学生団体POMB,http://weebee1212.com/interview/image/photo/85/main.jpg,数学の面白さを伝えたい,http://weebee1212.com/interview/content.php?id=85
坂本 安弘,生協,http://weebee1212.com/interview/image/photo/86/main.jpg,もっと活きた生協であるために。,http://weebee1212.com/interview/content.php?id=86
山本真也,国際文化学研究科准教授,http://weebee1212.com/interview/image/photo/87/main.jpg,広く、かつ深く、物事に取り組む,http://weebee1212.com/interview/content.php?id=87
北山菜生,神戸大学体育会女子タッチフットボール部Rooks主将 ,http://weebee1212.com/interview/image/photo/88/main.jpg,自分ができること、自分が考えられることをどんどんやっていく方が人生きっと楽しい！,http://weebee1212.com/interview/content.php?id=88
"矢野隆之, 徳永滋之",アウトスタンズ代表・副代表,http://weebee1212.com/interview/image/photo/89/main.jpg,神大生のやりたいことを一緒に見つけたい。,http://weebee1212.com/interview/content.php?id=89
秦野 実(はたのみのる),“甘夏食堂”店主,http://weebee1212.com/interview/image/photo/90/main.jpg,好きだったらなんでもやれる。,http://weebee1212.com/interview/content.php?id=90
加納 久慶(かのう ひさよし),海事科学部2回生,http://weebee1212.com/interview/image/photo/91/main.jpg,”何が起こるか分からない” は ”何でも起こせる”ってこと,http://weebee1212.com/interview/content.php?id=91
今道拓也/柴田一慶,神戸大学フットサル部主将/神戸大学フットサル部同神戦係,http://weebee1212.com/interview/image/photo/92/main.jpg,フットサルを神大で一番の部活にしたい。,http://weebee1212.com/interview/content.php?id=92
久保陽香,“ぶさべじ”代表,http://weebee1212.com/interview/image/photo/93/main.jpg,食の背景を知った時に、こんなに美味しさって広がるんだ,http://weebee1212.com/interview/content.php?id=93
平田ナオヤ,経営学部4回生,http://weebee1212.com/interview/image/photo/94/main.jpg,100:100で頑張る、楽しむ。,http://weebee1212.com/interview/content.php?id=94
柄須賀皇司/松嶋航大/加賀屋航平,神大生を含む3人組ロックバンド the paddles,http://weebee1212.com/interview/image/photo/95/main.jpg,自分たちのような若い世代に言葉を投げかけたい。,http://weebee1212.com/interview/content.php?id=95
杉野友亮,Rokk-Code代表,http://weebee1212.com/interview/image/photo/96/main.jpg,テクノロジーが世界を変える、テクノロジーを理解することは未来の社会を理解すること。,http://weebee1212.com/interview/content.php?id=96
鈴木大策,文学部2回生,http://weebee1212.com/interview/image/photo/97/main.jpg,再出発は、いつでもできる。,http://weebee1212.com/interview/content.php?id=97
S.Shima,工学部2回生,http://weebee1212.com/interview/image/photo/98/main.jpg,歴史を刻め！,http://weebee1212.com/interview/content.php?id=98
津田英二,神戸大学大学院人間発達環境学研究科教授 交流ルーム（カフェアゴラ）運営委員,http://weebee1212.com/interview/image/photo/99/main.jpg,障害のある人の世界と障害のない人の世界、その中間をつくりたい。,http://weebee1212.com/interview/content.php?id=99
黒木麻由,セブンイレブン鶴甲第1キャンパス店店長,http://weebee1212.com/interview/image/photo/100/main.jpg,"限られた休み時間に ""いい気分"" を。",http://weebee1212.com/interview/content.php?id=100
